Occupancy,DmgFnId,Source,Description,ft04m,ft03m,ft02m,ft01m,ft00,ft01,ft02,ft03,ft04,ft05,ft06,ft07,ft08,ft09,ft10,ft11,ft12,ft13,ft14,ft15,ft16,ft17,ft18,ft19,ft20,ft21,ft22,ft23,ft24,Comment,ft00_5,ft01_5,ft02_5,ft03_5,ft04_5,ft05_5,ft06_5,ft07_5,ft08_5,ft09_5,ft10_5,ft11_5,ft12_5,ft13_5,Source_Table,Occupy_Class,Cover_Class
RES1,165,USACE - New Orleans,"two story, Structure, fresh water, short duration",0,0,0,0,0,38,50,67,73,76,78,78,78,78,78,86,88,91,92,92,92,92,92,92,92,92,92,92,92,,,,,,,,,,,,,,,,flBldgStructDmgFn,RES,Bldg
RES1,166,USACE - New Orleans,"two story, Structure,  fresh water, long duration",0,0,0,0,0,67,73,76,78,78,78,78,78,78,78,91,92,92,92,92,92,92,92,92,92,92,92,92,92,,,,,,,,,,,,,,,,flBldgStructDmgFn,RES,Bldg
RES1,167,USACE - New Orleans,"two story, Structure, salt water, short duration",0,0,0,0,0,45,57,70,75,79,80,83,83,83,83,91,94,98,98,99,99,99,99,99,99,99,99,99,99,,,,,,,,,,,,,,,,flBldgStructDmgFn,RES,Bldg
RES1,159,USACE - New Orleans,"two story, Slab foundation, structure, fresh water, short",0,0,0,0,1,15,19,21,22,34,34,34,35,38,40,48,51,57,57,57,57,57,57,57,57,57,57,57,57,,,,,,,,,,,,,,,,flBldgStructDmgFn,RES,Bldg
RES1,160,USACE - New Orleans,"two story, Slab foundation, structure, fresh water, long",0,0,0,0,1,15,27,29,29,35,35,35,35,38,47,51,53,57,57,57,57,57,57,57,57,57,57,57,57,,,,,,,,,,,,,,,,flBldgStructDmgFn,RES,Bldg
RES1,161,USACE - New Orleans,"two story, Pier foundation, structure, salt water, short",0,0,0,1,6,19,25,25,31,39,39,39,43,46,51,60,60,75,75,75,75,75,75,75,75,75,75,75,75,,,,,,,,,,,,,,,,flBldgStructDmgFn,RES,Bldg
RES1,162,USACE - New Orleans,"two story, Pier foundation, structure, salt  water, long",0,0,0,1,6,19,33,33,93,93,93,93,93,93,94,94,94,97,97,97,97,97,97,97,97,97,97,97,97,,,,,,,,,,,,,,,,flBldgStructDmgFn,RES,Bldg
RES1,176,USACE - Wilmington,"one & 1/2 story, Structure",1,1,1,1,8,11,18,22,25,29,32,34,37,39,42,44,45,47,48,50,51,53,55,57,60,65,70,75,75,,,,,,,,,,,,,,,,flBldgStructDmgFn,RES,Bldg
RES1,177,USACE - Wilmington,"one & 1/2 story w/ 1/2 living area below, Structure",0,0,0,0,1,3,4,6,8,9,11,13,15,21,27,35,37,41,43,46,49,51,53,55,57,71,86,100,100,,,,,,,,,,,,,,,,flBldgStructDmgFn,RES,Bldg
RES1,178,USACE - Wilmington,"one story, Pile foundation, structure",4,4,5,6,9,14,23,36,39,46,47,49,50,52,54,58,62,66,70,74,80,81,83,84,85,90,95,100,100,,,,,,,,,,,,,,,,flBldgStructDmgFn,RES,Bldg
RES1,179,USACE - Wilmington,"one story, Structure",1,1,1,1,9,14,23,28,32,36,39,43,46,49,52,56,60,64,68,73,80,81,83,84,85,85,85,85,85,,,,,,,,,,,,,,,,flBldgStructDmgFn,RES,Bldg
RES1,180,USACE - Wilmington,"one story w/ 1/2 living area below, Structure",0,0,1,1,1,4,6,8,10,12,14,17,20,21,32,42,45,49,53,57,61,63,64,66,68,78,89,100,100,,,,,,,,,,,,,,,,flBldgStructDmgFn,RES,Bldg
RES1,172,USACE - New Orleans,"two story, Slab foundation, structure, salt water, long",0,0,0,0,5,44,46,50,52,52,52,52,52,56,66,68,68,70,70,70,70,70,70,70,70,70,70,70,70,,,,,,,,,,,,,,,,flBldgStructDmgFn,RES,Bldg
RES1,173,USACE - St. Paul,"one story, Structure",0,0,0,0,11,32,39,41,46,51,54,54,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,,,,,,,,,,,,,,,,flBldgStructDmgFn,RES,Bldg
RES1,174,USACE - St. Paul,"two story, Structure",0,0,0,0,6,18,20,22,25,27,29,29,32,36,45,45,45,47,49,49,49,49,49,49,49,49,49,49,49,,,,,,,,,,,,,,,,flBldgStructDmgFn,RES,Bldg
RES1,175,USACE - Wilmington,"one & 1/2 story, Pile foundation, structure",3,4,4,4,8,11,19,28,30,34,36,37,39,41,43,45,46,47,49,50,51,53,55,57,60,73,87,100,100,,,,,,,,,,,,,,,,flBldgStructDmgFn,RES,Bldg
RES1,163,USACE - New Orleans,"two story, Slab foundation, structure, salt water, short",0,0,0,0,1,16,21,23,25,38,38,38,39,41,44,52,57,62,62,62,62,62,62,62,62,62,62,62,62,,,,,,,,,,,,,,,,flBldgStructDmgFn,RES,Bldg
RES2,77,USACE - Galveston,"Mobile Home, Contents",0,0,0,0,3,23,36,43,55,66,78,86,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,,,,,,,,,,,,,,,flBldgContDmgFn,RES,Cont
RES2,80,USACE - Wilmington,"Mobile Home, Contents",0,0,0,0,6,22,32,37,50,63,74,82,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,,,,,,,,,,,,,,,flBldgContDmgFn,RES,Cont
RES2,76,USACE - Chicago,"Mobile Home, Contents",0,0,0,0,3,27,49,64,70,76,78,79,81,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,,,,,,,,,,,,,,,,flBldgContDmgFn,RES,Cont
RES2,200,USACE - New Orleans,"Mobile Home, structure, salt water, long duration",0,0,0,0,0,96,98,99,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,,,,,,,,,,,,,,,flBldgStructDmgFn,RES,Bldg
RES2,79,USACE - New Orleans,"Mobile Home, Contents, salt water, long duration",0,0,0,0,0,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,,,,,,,,,,,,,,,,flBldgContDmgFn,RES,Cont
RES2,202,USACE - New Orleans,"Mobile Home, structure, salt water, long duration",0,0,0,12,32,64,66,66,66,66,66,66,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,,,,,,,,,,,,,,,,flBldgStructDmgFn,RES,Bldg
RES2,203,USACE - Wilmington,"Mobile Home, structure",1,1,2,3,8,27,42,60,93,96,96,97,97,97,98,98,98,98,99,99,99,99,99,99,100,100,100,100,100,,,,,,,,,,,,,,,,flBldgStructDmgFn,RES,Bldg
RES2,195,USACE - New Orleans,"Mobile Home, structure, salt water, short duration",0,0,0,6,10,45,47,47,51,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,,,,,,,,,,,,,,,,flBldgStructDmgFn,RES,Bldg
RES2,201,USACE - New Orleans,"Mobile Home, structure, fresh water, short duration",0,0,0,1,17,45,49,49,52,57,58,58,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,,,,,,,,,,,,,,,,flBldgStructDmgFn,RES,Bldg
RES2,197,USACE - New Orleans,"Mobile Home, structure, fresh water, short duration",0,0,0,0,0,38,56,69,80,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,,,,,,,,,,,,,,,,flBldgStructDmgFn,RES,Bldg
RES2,198,USACE - New Orleans,"Mobile Home, structure, fresh water, long duration",0,0,0,0,0,85,95,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,,,,,,,,,,,,,,,,flBldgStructDmgFn,RES,Bldg
RES2,199,USACE - New Orleans,"Mobile Home, structure, salt water, short duration",0,0,0,0,0,45,64,71,82,92,92,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,,,,,,,,,,,,,,,,flBldgStructDmgFn,RES,Bldg
RES2,74,FIA,"Mobile Home, Contents, A-Zone",0,0,0,0,3,27,49,64,70,76,78,79,81,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,,,,,,,,,,,,,,,,flBldgContDmgFn,RES,Cont
RES2,75,FIA,"Mobile Home, Contents, V-Zone",0,0,0,0,3,27,50,65,71,76,78,79,81,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,,,,,,,,,,,,,,,,flBldgContDmgFn,RES,Cont
RES2,191,USACE - Chicago,"Mobile Home, structure",0,0,0,0,10,44,63,73,78,80,81,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,,,,,,,,,,,,,,,,flBldgStructDmgFn,RES,Bldg
RES2,78,USACE - New Orleans,"Mobile Home, Contents, fresh water, short duration",0,0,0,0,0,39,54,75,77,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,,,,,,,,,,,,,,,,flBldgContDmgFn,RES,Cont
RES2,189,FIA,"Mobile home, structure, A-Zone",0,0,0,0,11,44,63,73,78,79,81,82,83,84,85,86,88,89,90,91,92,94,95,96,97,98,99,100,100,,,,,,,,,,,,,,,,flBldgStructDmgFn,RES,Bldg
RES2,190,FIA,"Mobile home, structure, V-Zone",0,0,0,0,8,45,64,74,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,,,,,,,,,,,,,,,,flBldgStructDmgFn,RES,Bldg
RES2,194,USACE - New Orleans,"Mobile Home, structure, fresh water, long duration",0,0,0,6,10,45,46,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,,,,,,,,,,,,,,,,flBldgStructDmgFn,RES,Bldg
RES2,192,USACE - Galveston,"Mobile Home, structure",0,0,0,0,14,19,31,54,93,96,96,97,97,97,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,,,,,,,,,,,,,,,,flBldgStructDmgFn,RES,Bldg
RES2,193,USACE - New Orleans,"Mobile Home, structure, fresh water, short duration",0,0,0,6,10,45,46,46,50,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,,,,,,,,,,,,,,,,flBldgStructDmgFn,RES,Bldg
RES2,196,USACE - New Orleans,"Mobile Home, structure, salt water, long duration",0,0,0,6,10,45,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,,,,,,,,,,,,,,,,flBldgStructDmgFn,RES,Bldg
RES4,85,USACE - Galveston,"Average hotel/motel, Contents (Equipment/Inventory)",0,0,0,0,0,11,19,25,29,34,39,44,49,56,65,74,82,88,98,98,98,98,98,98,98,98,98,98,98,,,,,,,,,,,,,,,,flBldgContDmgFn,RES,Cont
RES4,86,USACE - Galveston,"Hotel, contents (Equipment)",0,0,0,0,0,11,22,28,33,37,41,44,46,49,54,60,69,81,100,100,100,100,100,100,100,100,100,100,100,,,,,,,,,,,,,,,,flBldgContDmgFn,RES,Cont
RES4,87,USACE - Galveston,"Motel Unit, contents (Inventory)",0,0,0,0,0,10,16,21,25,30,36,43,52,63,76,88,95,95,95,95,95,95,95,95,95,95,95,95,95,,,,,,,,,,,,,,,,flBldgContDmgFn,RES,Cont
RES4,212,USACE - Wilmington,"Hotel, structure",0,0,0,0,11,21,30,37,42,47,51,56,61,66,70,75,79,84,88,92,96,100,100,100,100,100,100,100,100,,,,,,,,,,,,,,,,flBldgStructDmgFn,RES,Bldg
RES4,213,USACE - Wilmington,"Motel, structure",0,0,0,0,10,16,21,28,36,46,54,63,70,73,75,77,79,81,83,85,87,89,91,93,95,97,99,100,100,,,,,,,,,,,,,,,,flBldgStructDmgFn,RES,Bldg
RES4,209,USACE - Galveston,"Average Hotel & Motel, structure",0,0,0,0,0,3,5,6,7,9,12,14,18,21,26,31,36,41,46,50,54,58,62,66,70,74,78,82,86,,,,,,,,,,,,,,,,flBldgStructDmgFn,RES,Bldg
RES4,210,USACE - Galveston,"Hotel, structure",0,0,0,0,0,1,2,2,2,3,5,6,9,11,15,18,22,26,30,34,39,43,48,53,58,63,68,73,78,,,,,,,,,,,,,,,,flBldgStructDmgFn,RES,Bldg
RES4,211,USACE - Galveston,"Motel Unit, structure",0,0,0,0,0,4,7,10,12,15,18,22,26,31,37,43,50,56,61,65,69,72,76,79,82,85,88,91,94,,,,,,,,,,,,,,,,flBldgStructDmgFn,RES,Bldg
RES5,214,USACE - Galveston,"Nursing Home, structure",0,0,0,0,0,7,10,14,15,15,16,18,20,23,26,30,34,38,42,47,52,57,62,67,72,77,82,87,92,RES6 default,,,,,,,,,,,,,,,flBldgStructDmgFn,RES,Bldg
RES5,88,USACE - Galveston,"Average institutional dormitory, contents",0,0,0,0,0,38,60,73,81,88,94,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,RES6 default,,,,,,,,,,,,,,,flBldgContDmgFn,RES,Cont
RES6,89,USACE - Galveston,"Nursing Home, contents (Equipment)",0,0,0,0,0,38,60,73,81,88,94,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,,,,,,,,,,,,,,,flBldgContDmgFn,RES,Cont
RES6,215,USACE - Galveston,"Nursing Home, structure",0,0,0,0,0,7,10,14,15,15,16,18,20,23,26,30,34,38,42,47,52,57,62,67,72,77,82,87,92,,,,,,,,,,,,,,,,flBldgStructDmgFn,RES,Bldg
RES6,216,USACE - Wilmington,"Rest Home, structure",0,0,0,0,12,21,27,34,41,49,55,62,68,73,78,83,88,93,98,100,100,100,100,100,100,100,100,100,100,,,,,,,,,,,,,,,,flBldgStructDmgFn,RES,Bldg
COM1,118,USACE - Galveston,"Gift Shop, contents (Inventory)",0,0,0,0,0,54,63,75,88,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,,,,,,,,,,,,,,,flBldgContDmgFn,COM,Cont
COM1,95,USACE - Galveston,"Bait Stand, contents (Inventory)",0,0,0,0,0,3,7,11,16,22,29,36,44,52,60,69,79,88,100,100,100,100,100,100,100,100,100,100,100,,,,,,,,,,,,,,,,flBldgContDmgFn,COM,Cont
COM1,96,USACE - Galveston,"Bakery, contents (Equipment)",0,0,0,0,14,35,70,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,,,,,,,,,,,,,,,flBldgContDmgFn,COM,Cont
COM1,93,USACE - Galveston,"Appliance Sales, contents (Inventory)",0,0,0,0,0,83,91,94,95,97,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,,,,,,,,,,,,,,,flBldgContDmgFn,COM,Cont
COM1,94,USACE - Galveston,"Large Auto Dealer, contents (Inventory)",0,0,0,0,20,50,90,95,98,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,,,,,,,,,,,,,,,flBldgContDmgFn,COM,Cont
COM1,90,USACE - Galveston,Average retail trade contents (Inventory/Equipment),0,0,0,0,2,26,42,56,68,78,83,85,87,88,89,90,91,92,92,92,93,93,94,94,94,94,94,94,94,,,,,,,,,,,,,,,,flBldgContDmgFn,COM,Cont
COM1,91,USACE - Galveston,"Antique, contents (Inventory)",0,0,0,0,20,75,78,85,90,95,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,,,,,,,,,,,,,,,flBldgContDmgFn,COM,Cont
COM1,92,USACE - Galveston,"Appliance Sales, contents (Equipment)",0,0,0,0,0,15,16,28,58,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,,,,,,,,,,,,,,,flBldgContDmgFn,COM,Cont
COM1,107,USACE - Galveston,"Crafts, contents (Inventory)",0,0,0,0,0,20,30,50,70,90,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,,,,,,,,,,,,,,,flBldgContDmgFn,COM,Cont
COM1,108,USACE - Galveston,"Chain Drug Store, contents (Inventory)",0,0,0,0,0,60,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,,,,,,,,,,,,,,,flBldgContDmgFn,COM,Cont
COM1,109,USACE - Galveston,"Fabric Store, contents (Equipment)",0,0,0,0,0,20,30,40,50,75,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,,,,,,,,,,,,,,,flBldgContDmgFn,COM,Cont
COM1,110,USACE - Galveston,"Fabric Store, contents (Inventory)",0,0,0,0,0,15,30,50,75,90,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,,,,,,,,,,,,,,,flBldgContDmgFn,COM,Cont
COM1,111,USACE - Galveston,"Feed Store, contents (Equipment)",0,0,0,0,0,0,0,0,0,0,0,0,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,,,,,,,,,,,,,,,,flBldgContDmgFn,COM,Cont
COM1,112,USACE - Galveston,"Feed Store, contents (Inventory)",0,0,0,0,0,0,0,0,15,15,15,15,25,25,25,25,50,50,50,50,75,75,100,100,100,100,100,100,100,,,,,,,,,,,,,,,,flBldgContDmgFn,COM,Cont
COM1,113,USACE - Galveston,"Florist, contents (Equipment)",0,0,0,0,0,49,60,75,78,79,82,85,89,93,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,,,,,,,,,,,,,,,,flBldgContDmgFn,COM,Cont
COM1,114,USACE - Galveston,"Florist, contents (Inventory)",0,0,0,0,0,50,85,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,,,,,,,,,,,,,,,flBldgContDmgFn,COM,Cont
COM1,115,USACE - Galveston,"Fruit Stand, contents (Inventory)",0,0,0,0,0,45,80,90,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,,,,,,,,,,,,,,,flBldgContDmgFn,COM,Cont
COM1,116,USACE - Galveston,"Large Furniture Store, contents (Inventory)",0,0,0,0,20,78,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,,,,,,,,,,,,,,,flBldgContDmgFn,COM,Cont
COM1,117,USACE - Galveston,"Gas/Butane Supply, contents (Equipment)",0,0,0,0,0,25,46,65,75,81,86,90,94,96,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,,,,,,,,,,,,,,,flBldgContDmgFn,COM,Cont
COM1,227,USACE - Galveston,"Crafts, structure",0,0,0,0,0,20,22,24,26,27,28,29,30,40,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,,,,,,,,,,,,,,,,flBldgStructDmgFn,COM,Bldg
COM1,228,USACE - Galveston,"Drug Store, structure",0,0,0,0,0,1,5,5,5,7,8,11,14,18,22,27,33,38,45,51,57,63,68,73,78,83,88,93,98,,,,,,,,,,,,,,,,flBldgStructDmgFn,COM,Bldg
COM1,119,USACE - Galveston,"Greenhouse, contents (Equipment)",0,0,0,0,0,17,34,50,66,80,92,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,,,,,,,,,,,,,,,flBldgContDmgFn,COM,Cont
COM1,120,USACE - Galveston,"Greenhouse, contents (Inventory)",0,0,0,0,0,66,88,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,,,,,,,,,,,,,,,flBldgContDmgFn,COM,Cont
COM1,121,USACE - Galveston,"Small Grocery, contents (Equipment)",0,0,0,0,0,0,20,20,20,20,20,40,40,40,40,40,40,50,50,50,50,50,50,50,50,50,50,50,50,,,,,,,,,,,,,,,,flBldgContDmgFn,COM,Cont
COM1,122,USACE - Galveston,"Small Grocery, contents (Inventory)",0,0,0,0,0,20,35,50,65,80,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,,,,,,,,,,,,,,,flBldgContDmgFn,COM,Cont
COM1,123,USACE - Galveston,"Medium Grocery, contents (Equipment)",0,0,0,0,4,80,90,93,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,,,,,,,,,,,,,,,flBldgContDmgFn,COM,Cont
COM1,124,USACE - Galveston,"Medium Grocery, contents (Inventory)",0,0,0,0,4,22,44,74,96,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,,,,,,,,,,,,,,,flBldgContDmgFn,COM,Cont
COM1,125,USACE - Galveston,"Gun Shop, contents (Equipment)",0,0,0,0,0,15,30,50,75,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,,,,,,,,,,,,,,,flBldgContDmgFn,COM,Cont
COM1,126,USACE - Galveston,"Gun Shop, contents (Inventory)",0,0,0,0,0,22,39,58,88,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,,,,,,,,,,,,,,,flBldgContDmgFn,COM,Cont
COM1,127,USACE - Galveston,"Hardware, contents (Equipment)",0,0,0,0,0,8,12,20,29,40,50,59,67,75,84,92,100,100,100,100,100,100,100,100,100,100,100,100,100,,,,,,,,,,,,,,,,flBldgContDmgFn,COM,Cont
COM1,128,USACE - Galveston,"Hardware, contents (Inventory)",0,0,0,0,8,33,52,70,75,88,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,,,,,,,,,,,,,,,flBldgContDmgFn,COM,Cont
COM1,129,USACE - Galveston,"Hobby Shop, contents (Equipment)",0,0,0,0,0,56,87,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,,,,,,,,,,,,,,,,flBldgContDmgFn,COM,Cont
COM1,130,USACE - Galveston,"Hobby Shop, contents (Inventory)",0,0,0,0,0,25,49,64,77,88,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,,,,,,,,,,,,,,,flBldgContDmgFn,COM,Cont
COM1,131,USACE - Galveston,"Lawnmower, contents (Equipment)",0,0,0,0,0,3,24,46,57,65,72,79,86,91,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,,,,,,,,,,,,,,,,flBldgContDmgFn,COM,Cont
COM1,132,USACE - Galveston,"Lawnmower, contents (Inventory)",0,0,0,0,0,10,90,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,,,,,,,,,,,,,,,flBldgContDmgFn,COM,Cont
COM1,133,USACE - Galveston,"Liquor Store, contents (Equipment)",0,0,0,0,0,2,4,9,16,84,95,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,,,,,,,,,,,,,,,flBldgContDmgFn,COM,Cont
COM1,134,USACE - Galveston,"Liquor Store, contents (Inventory)",0,0,0,0,0,20,40,60,81,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,,,,,,,,,,,,,,,flBldgContDmgFn,COM,Cont
COM1,135,USACE - Galveston,"Meat Market, contents (Equipment)",0,0,0,0,0,78,81,84,90,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,,,,,,,,,,,,,,,flBldgContDmgFn,COM,Cont
COM1,136,USACE - Galveston,"Meat Market, contents (Inventory)",0,0,0,0,0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,,,,,,,,,,,,,,,flBldgContDmgFn,COM,Cont
COM1,97,USACE - Galveston,"Bakery, contents (Inventory)",0,0,0,0,55,65,90,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,,,,,,,,,,,,,,,flBldgContDmgFn,COM,Cont
COM1,98,USACE - Galveston,"Boat Sales/Service, contents (Equipment)",0,0,0,0,0,8,41,65,83,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,,,,,,,,,,,,,,,,flBldgContDmgFn,COM,Cont
COM1,99,USACE - Galveston,"Boat Sales/Service, contents (Inventory)",0,0,0,0,13,24,43,82,95,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,,,,,,,,,,,,,,,flBldgContDmgFn,COM,Cont
COM1,100,USACE - Galveston,"Book Store, contents (Inventory)",0,0,0,0,0,7,14,21,27,35,42,49,57,65,73,82,92,100,100,100,100,100,100,100,100,100,100,100,100,,,,,,,,,,,,,,,,flBldgContDmgFn,COM,Cont
COM1,101,USACE - Galveston,"Camera Store, contents (Inventory)",0,0,0,0,0,18,33,65,88,95,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,,,,,,,,,,,,,,,flBldgContDmgFn,COM,Cont
COM1,102,USACE - Galveston,"Carpet and Paint Shop, contents (Equipment)",0,0,0,0,0,30,60,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,,,,,,,,,,,,,,,flBldgContDmgFn,COM,Cont
COM1,103,USACE - Galveston,"Carpet and Paint Shop, contents (Inventory)",0,0,0,0,0,20,40,60,80,95,97,99,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,,,,,,,,,,,,,,,flBldgContDmgFn,COM,Cont
COM1,104,USACE - Galveston,"Mens Clothing, contents (Equipment)",0,0,0,0,0,32,41,60,78,94,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,,,,,,,,,,,,,,,flBldgContDmgFn,COM,Cont
COM1,105,USACE - Galveston,"Mens Clothing, contents (Inventory)",0,0,0,0,6,37,50,75,88,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,,,,,,,,,,,,,,,flBldgContDmgFn,COM,Cont
COM1,106,USACE - Galveston,"Crafts, contents (Equipment)",0,0,0,0,0,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,,,,,,,,,,,,,,,,flBldgContDmgFn,COM,Cont
COM1,217,USACE - Galveston,"Average Retail, Structure",0,0,0,0,1,9,14,16,18,20,23,26,30,34,38,42,47,51,55,58,61,64,67,69,71,74,76,78,80,,,,,,,,,,,,,,,,flBldgStructDmgFn,COM,Bldg
COM1,218,USACE - Galveston,"Antique, structure",0,0,0,0,0,17,17,18,19,21,23,25,28,32,35,39,43,47,52,56,61,65,70,75,80,85,90,95,100,,,,,,,,,,,,,,,,flBldgStructDmgFn,COM,Bldg
COM1,219,USACE - Galveston,"Auto Dealer Big, structure",0,0,0,0,0,17,17,18,19,21,23,25,28,32,35,39,43,49,52,56,61,65,70,75,80,85,90,95,100,,,,,,,,,,,,,,,,flBldgStructDmgFn,COM,Bldg
COM1,220,USACE - Galveston,"Bait Stand, structure",0,0,0,0,0,1,2,5,8,12,17,22,28,36,43,50,58,66,75,83,92,100,100,100,100,100,100,100,100,,,,,,,,,,,,,,,,flBldgStructDmgFn,COM,Bldg
COM1,221,USACE - Galveston,"Bakery, structure",0,0,0,0,12,17,21,25,28,31,34,36,38,41,43,45,47,48,50,52,54,55,57,59,61,63,65,67,69,,,,,,,,,,,,,,,,flBldgStructDmgFn,COM,Bldg
COM1,222,USACE - Galveston,"Boat Sales/Service, structure",0,0,0,0,14,20,32,33,34,36,38,42,50,56,60,63,67,70,73,76,78,81,84,86,88,90,92,94,96,,,,,,,,,,,,,,,,flBldgStructDmgFn,COM,Bldg
COM1,223,USACE - Galveston,"Book Store, structure",0,0,0,0,0,2,3,5,8,10,12,15,17,20,23,27,31,35,40,45,50,55,60,66,71,76,81,86,91,,,,,,,,,,,,,,,,flBldgStructDmgFn,COM,Bldg
COM1,224,USACE - Galveston,"Camera Store, structure",0,0,0,0,0,3,7,7,7,9,11,14,17,20,23,26,30,33,37,40,44,48,52,57,61,65,69,73,77,,,,,,,,,,,,,,,,flBldgStructDmgFn,COM,Bldg
COM1,225,USACE - Galveston,"Carpet and Paint Shop, structure",0,0,0,0,0,0,60,60,60,60,60,60,60,60,60,60,80,80,80,80,80,80,80,80,80,80,80,80,80,,,,,,,,,,,,,,,,flBldgStructDmgFn,COM,Bldg
COM1,226,USACE - Galveston,"Clothing-Mens, structure",0,0,0,0,0,8,10,11,13,15,18,21,24,28,32,37,41,46,51,56,61,66,71,76,81,86,91,96,100,,,,,,,,,,,,,,,,flBldgStructDmgFn,COM,Bldg
